외국인투자기업정보,,,,,,,,,,,
,,,,,,,,,,,
회사명(한글),회사명(영문),전화번호,우편번호,주소,표준산업중분류명,표준산업분류명,표준산업분류코드,외투기업최초등록일자,대표업종,대표투자국가,업체유형
(주)메디칼에코넷아시아퍼시픽,"MEDICAL ECONET ASIA PACIFIC CO., LTD.",02-327-3909,121020,서울 마포구 공덕동 456 르네상스타워 908호,도?소매(유통),상품 종합 도매업,46800,20111006,도소매무역,독일,법인기업
(주)메디컬애비뉴,"MEDICAL AVENUE CO., LTD.",02-6020-6800,121812,"서울특별시 마포구 마포대로 78, 10층 1006-1호 (도화동, 자람빌딩)",도?소매(유통),상품 종합 도매업,46800,20140528,"상품종합도매업, 경영컨설팅",카자흐스탄,법인기업
(주)메로사인터트레이딩,MEROSA INTERTRADING,02-2057-2837,135928,"서울특별시 강남구 언주로 118, 제18층 제 1813호 (도곡동, 우성캐릭터)",도?소매(유통),상품종합 중개업,46105,20120201,철강제품 원료 중계 무역,러시아,법인기업
(주)메리디안트레이딩,"MERIDIAN TRADING CO., LTD.",02-2272-1777,100411,"서울특별시 중구 을지로42길 27 (광희동1가, 1층)",도?소매(유통),상품 종합 도매업,46800,20140317,무역 서비스 포장,우즈베키스탄,법인기업
(주)메릴리아인터내셔널코리아,"MELILEA INTERNATIONAL KOREA CO.,LTD.",02-3481-2010,431846,"경기도 안양시 동안구 벌말로 140, 7308호 (관양동, 동일테크노타운7차)",식품,건강기능식품 제조업,10797,20120430,건강기능식품 제조 및 판매업 등,말레이시아,법인기업
(주)메이스하우스,MAY'S HOUSE,070-4229-0033,121807,"서울특별시 마포구 신촌로 12나길 32, 201(노고산동)",음식?숙박,그외 기타 숙박업,55909,20140507,게스트하우스 운영업,홍콩,법인기업
(주)메이첸,"MEICHEN CO.,LTD.",0070-4179-6603,100042,서울특별시 중구 퇴계로20길 38(남산동2가),음식?숙박,기타 관광숙박시설 운영업,55119,20140327,기타 관광숙박시설 운영업,중국,법인기업
(주)메인로드,"MAIN ROAD CO., LTD.",010-5807-5590,404250,인천광역시 서구 가좌동 173-185 엠파크수출단지A존19,도?소매(유통),중고 자동차 판매업,45120,20120904,중고 자동차 판매업,러시아,법인기업
(주)메인로드코퍼레이션,MAINROAD CORPORATION LTD.,010-7407-5436,406840,"인천광역시 연수구 송도미래로 30, 이동 1501호(송도동, 스마트밸리지식산업센터)",도?소매(유통),상품 종합 도매업,46800,20131122,상품종합도매업,러시아,법인기업
(주)메인로드트레이딩,"MAIN ROAD TRADING CO., LTD.",032-581-5437,406840,"인천광역시 연수구 송도미래로 30, 디동1807호(송도동,송도스마트밸리지식산업센터)",도?소매(유통),중고 자동차 판매업,45120,20140416,중고차 수출입,러시아,법인기업
(주)메종엠오,maison m.o,,137840,서울특별시 서초구 방배로26길 22 (방배동),도?소매(유통),상품 종합 도매업,46800,20150123,무역업,일본,법인기업
(주)메카월드마트,"MECCA WORLD MART CO., LTD.",031-982-6081,415843,경기도 김포시 양촌읍 삼도로 176-8 (학운리 1605),도?소매(유통),슈퍼마켓,47121,20130318,슈퍼마켓,파키스탄,법인기업
(주)메타넥스코리아,METHANEX KOREA LTD.,064-598-7061,555250,전라남도 여수시 여수산단로 (낙포동 ) 1509,도?소매(유통),기타 화학물질 및 화학제품 도매업,46739,19991102,산업용기초화합물도매업,칠레,법인기업
(주)메타브리드코리아,METABRID KOREA INC.,,463400,"경기도 성남시 분당구 대왕판교로 (삼평동 유스페이스1) 670, 비동 1001호",도?소매(유통),전자상거래업,47911,20160609,"통신판매업, 도소매업, 시장조사 및 경영컨설팅, 기업인수합병 알선 및 중개업 등",미국,법인기업
(주)멕스프로엔터테인먼트,MAX PRO ENTERTAINMENT,1197380331,121020,서울 마포구 공덕동 마포대로 173 마포현대하이엘 912호,문화?오락,공연 기획업,90191,20121220,기획사,미국,법인기업
(주)멜롭코리아,MELROB KOREA LIMITED,02-557-2488,150038,"서울특별시 영등포구 영신로 220, 1807호(영등포동8가, 케이앤케이디지털타워)",도?소매(유통),상품 종합 도매업,46800,20130809,무역도소매업,영국,법인기업
(주)멜파스,,,463420,경기도 성남시 분당구 판교역로 (백현동 ) 225-14,비즈니스서비스업,응용소프트웨어 개발 및 공급업,58222,20160609,"전기, 전자부품 소프트웨어 개발",중국,법인기업
(주)명문상사,"MYUNG MUN SANG SA CO., LTD.",070-4233-2502,405847,"인천광역시 남동구 청능대로 596, 1715호 (논현동, 푸르지오시티)",도?소매(유통),상품 종합 도매업,46800,20131127,무역도소매업,중국,법인기업
(주)명빈,"MYUNGBIN CO., LTD.",629434257,506500,광주 광산구 옥동 881-6,운송용기계,그외 기타 자동차 부품 제조업,30399,20020502,자동차부품 제조,일본,법인기업
(주)명빈,"MYUNG BIN.CO.,LTD",943-4257,506500,광주 광산구 옥동 881-6,운송용기계,그외 기타 자동차 부품 제조업,30399,20070727,제조업,일본,법인기업
(주)명성,,1094214560,411806,"경기도 고양시 일산서구 중앙로 1275번길 38-10(장항동,우림로데오스위트)",도?소매(유통),상품 종합 도매업,46800,20130514,무역(전자제품),중국,법인기업
(주)명성엠앤티,,031-222-1612,365863,충북 진천군 문백면 태락리 265-9,도?소매(유통),상품종합 중개업,46105,20011106,"농축산물,식품, 주방기구,의류,화장품 등 무역업",중국,법인기업
(주)명양국제무역,MYUNGYANG INTERNATIONAL,,402020,인천 남구 인주대로 224번길 26(용현동),도?소매(유통),상품 종합 도매업,46800,20160229,화장품수출입,중국,법인기업
(주)명원무역,"MYUNGWON TRADE. CO.,LTD.",228894425,400103,인천 중구 신흥동3가 7-223 풍천빌딩403호,도?소매(유통),재생용 재료 수집 및 판매업,46791,20120416,재생용 재료 수집,중국,법인기업
(주)명일,"MYUNG IL CO., LTD.",061-462-7781,526891,전남 영암군 삼호읍 나불리 611-6,운송용기계,기타 선박 건조업,31119,20060608,선박건조 및 선박블록조립,일본,법인기업
(주)명주코리아,"PEARL KOREA CO.,LTD",,110300,"서울특별시 종로구 인사동16길 6, 2층(관훈동)",음식?숙박,기타 관광숙박시설 운영업,55119,20151007,숙박업,중국,법인기업
(주)명지프라퍼티,"MYUNG JI PROPERTY CO.,LTD.",,443823,경기도 수원시 영통구 신원로 (원천동 ) 270,도?소매(유통),셔츠 및 외의 도매업,46413,20160405,의류 도소매업,호주,법인기업
(주)명진국제무역,MINGZHEN INTERNATIONAL TRADE COMPANY,,130010,"서울특별시 동대문구 왕산로43가길 27, 1층 (청량리동)",도?소매(유통),의복액세서리 및 모조장신품 도매업,46417,20150330,"무역업, 도소매업",중국,법인기업
(주)명진티에스알,"MJ TSR CO., LTD.",518320002,618820,부산 강서구 송정동 1724-6,화공,그외 기타 고무제품 제조업,22199,20110509,"특수고무, 고무라이닝",일본,법인기업
(주)명택,,,156861,서울특별시 동작구 흑석로13길 33(흑석동),문화?오락,컴퓨터 게임방 운영업,91222,20151201,PC방,중국,법인기업
(주)모간,"MORGAN CO., LTD",053-615-1061,711857,대구광역시 달성군 논공읍 논공중앙로46길 27,전기?전자,전기용 탄소제품 및 절연제품 제조업,28902,19790403,카본제품.증기가스발생기제조.무역대리업 등,영국,법인기업
(주)모글인터내쇼날,MOGHUL INTERNATIONAL LTD,796-5501~2,140863,서울특별시 용산구 이태원로27가길 36 (이태원동),음식?숙박,기타 주점업,56219,19840423,외국요리전문음식점경영,미국,법인기업
(주)모노테크놀로지코리아,MONO TECHNOLOGY KOREA CORPORATION,02-537-1859,135881,서울특별시 강남구 봉은사로 111길 18-7(삼성동),비즈니스서비스업,시스템 소프트웨어 개발 및 공급업,58221,20110928,"모바일컨텐츠, IPTV 컨텐츠, 소프트웨어개발 등",태국,법인기업
(주)모뉴엘,MONEUAL INC,070-8859-3071,153023,서울 금천구 가산동 345-13 파트너스타워1차 14층,전기?전자,컴퓨터 모니터 제조업,26322,20070906,홈씨어터 PC제조 및 판매,미국,법인기업
(주)모뉴엘온쿄라이프스타일,MONEUAL ONKYO LIFESTYLE INC.,7088593699,153802,"서울특별시 금천구 가산디지털1로 83 1301(가산동,파트너스타워1차)",도?소매(유통),"컴퓨터 및 주변장치, 소프트웨어 도매업",46510,20120619,"컴퓨터 및 컴퓨터주변기기 도수매, 무역, 연구개발",일본,법인기업
(주)모닝스타,MORNING STAR CO LTD,031-686-5041,451820,경기 평택시 포승면 신영리 371번지,운수?창고(물류),항만내 운송업,50203,20090706,항만하역 및 용역제공 등,중국,법인기업
(주)모던무역,"MODERN TRADING CO.,LTD",,401040,"인천광역시 동구 방축로37번길 30, 39-333호(송현동,인천산업용품유통단지)",도?소매(유통),중고 자동차 판매업,45120,20150203,중고차수출업,예멘,법인기업
(주)모드카이인베스트먼트,MORDECAI INVESTMENT COMPANY,,135741,서울특별시 강남구 테헤란로 (삼성동 덕명빌딩) 625 16층 1609호,금융?보험,기타 투자기관,64209,20160603,PEF설립 등,미국,법인기업
(주)모리타엔링크파트너스,"MORITAENLINK CO.,LTD.",515-0843,135280,서울 강남구 대치동 914 비1에프,도?소매(유통),상품 종합 도매업,46800,20120504,의류업무 판매업,미국,법인기업
(주)모바캐스트코리아,MOBCAST KOREA INC.,,463400,경기도 성남시 분당구 황새울로360번길 (서현동 분당서현신영팰리스타워) 21 10층,비즈니스서비스업,온라인?모바일 게임 소프트웨어 개발 및 공급업,58211,20150430,온라인 모바일 게임 소프트웨어 개발 및 공급업,일본,법인기업
(주)모스버거코리아,"MOS BURGER KOREA CO., LTD",221855923,137856,서울특별시 서초구 서초대로77길 5(서초동),도?소매(유통),기타 비가공 식품 도매업,46319,20111028,기타비가공식품도매업,일본,법인기업
(주)모스퍼실리티,"MOSTECH CO., LTD.",02-3431-8231,152053,서울시 구로구 구로3동 826번지 동일테크노타운 에이동 201호,전기?전자,배전반 및 전기자동제어반 제조업,28122,20011102,빌딩시스템 통합 운영,싱가포르,법인기업
(주)모어랜드코리아,MORELAND KOREA INC,061-830-5363,548804,전남 고흥군 고흥읍 옥하리 200-7,부동산?임대,기타 부동산 개발 및 공급업,68129,20100603,부동산개발,미국,법인기업
(주)모에모에,"MOEMOE.CO.,LTD.",,152020,"서울특별시 구로구 남부순환로 105라길 5, 2층(가리봉동)",문화?오락,컴퓨터 게임방 운영업,91222,20141006,컴퓨터 게임방 운영업,중국,법인기업
(주)모임스톤,MOIMSTONE CORPORATION,070-7091-3716,431060,경기 안양시 동안구 관양동 954-9 우리생약빌딩 4층,전기?전자,유선 통신장비 제조업,26410,20100713,인터넷전화기 개발 제조 판매,캐나다,법인기업
(주)모임컴즈,"MOIMCOMMS CO.,LTD",,121894,"서울특별시 관악구 관악로 1, 1층 케이4호 (신림동, 서울대학교에스케이텔레콤연구동)",비즈니스서비스업,그외 기타 정보 서비스업,63999,20151012,모바일 어플리케이션 개발 및 서비스,케이만군도,법인기업
(주)모조이노베이션즈코리아,MOJO INNOVATIONS KOREA LIMITED,02-517-6795,122040,서울 은평구 불광동 391-16 유림빌리지 에이동 202,비즈니스서비스업,응용소프트웨어 개발 및 공급업,58222,20100609,"소프트웨어개발업, 산업디자인 개발 및 판매업",홍콩,법인기업
(주)모즈팩토리,"MODS FACTORY CO.,LTD.",070-4793-9963,135999,"서울특별시 강남구 삼성로 81길 31, 4층(대치동)",비즈니스서비스업,온라인?모바일 게임 소프트웨어 개발 및 공급업,58211,20131202,모바일게임 개발 및 공급업,케이만군도,법인기업
(주)모쿠세이코리아,"MOKUSEI KOREA, INC.",02-2074-9800,140812,"서울특별시 용산구 효창원로 66길 17(효창동, 약산빌딩2층)",공공?기타서비스,개인 간병인 및 유사 서비스업,96993,20120424,"재가장기요양, 방문요양, 방문목욕 등",일본,법인기업
(주)모테가컨버전스,MOTEGA CONVERGENCE INC.,,430856,"경기도 안양시 만안구 안양로 398번길 42, 2층 (안양동)",비즈니스서비스업,온라인?모바일 게임 소프트웨어 개발 및 공급업,58211,20150731,소프트에어개발업,미국,법인기업
(주)모토닉,"MOTONIC CO., LTD.",02-730-8711,110150,"서울특별시 종로구 종로1길 50, 에이동 10층 (중학동, 중학오피스빌딩)",운송용기계,그외 기타 자동차 부품 제조업,30399,19770704,자동차부품제조,일본,법인기업
(주)목푼,"MOKPOON CO.,LTD.",010-8803-2635,137885,"서울특별시 서초구 서초대로 23길 14, 301(방배동)",도?소매(유통),화장품 및 방향제 소매업,47813,20130221,화장품제조 도소매,중국,법인기업
(주)몬디알레 빌라지오,"MONDIALE VILLAGGIO CO.,LTD",517-3977,135120,서울 강남구 신사동 525-13 진우빌딩 401호,도?소매(유통),상품 종합 도매업,46800,20081029,"장신용액세서리,의료품 판매 및 수출입",일본,법인기업
(주)몬디알코리아,"MONDIAL KOREA CO.,LTD.",02-3476-4417,135010,"서울특별시 강남구 언주로 647, 4층 (논현동, 강남빌딩)",부동산?임대,비주거용 건물 임대업,68112,20100106,"부동산매매,임대 및 관리업",버진아일랜드,법인기업
(주)몬디케이에스피,"MONDI KSP CO.,LTD.",,431849,경기도 안양시 동안구 흥안대로 439번길 48-29(관양동),화공,포장용 플라스틱 성형용기 제조업,22232,20160113,포장용 플라스틱 성형용기 제조업,영국,법인기업
(주)몬에어투어,"MON AIR TOUR CO.,LTD.",010-9339-9189,100411,"서울특별시 중구 을지로44길 12 (광희동1가, 뉴금호타워오피스텔8층804호)",운수?창고(물류),일반 및 국외 여행사업,75211,20140715,여행사,몽골,법인기업
(주)몰도바,,010-8695-7702,410837,"경기도 고양시 일산동구 정발산로 33,1003호(장항동,낙원프라자)",음식?숙박,서양식 음식점업,56114,20130531,음식점 (양식),기타(구주),법인기업
(주)몰랜드코리아,MORELAND KOREA INC.,061-833-7843,548802,전남 고흥군 고흥읍 남계리 969-101,전문직별건설,그외 기타 건축마무리 공사업,42499,20110707,건축,미국,법인기업
(주)몰리코프레어메탈코리아,Molycorp Rare Metals Korea Inc.,02-786-1570,451831,경기도 평택시 청북면 현곡산단로94번길 38,비즈니스서비스업,기타 엔지니어링 서비스업,72129,19970317,건축.엔지니어링및관련기술서비스업 등,캐나다,법인기업
(주)몰리코프코리아,MOLYCORP KOREA INC.,02-786-1570,150010,"서울 영등포구 여의도동 213, 비동 208호(여의도동,금호리첸시아)",도?소매(유통),기타 상품 중개업,46109,20120329,기타 상품중개업,캐나다,법인기업
(주)몰스킨코리아,MOLESKIN KOREA LTD.,,135916,"서울특별시 강남구 봉은사로54길 (역삼동 ) 10, 3층",도?소매(유통),문구용품 도매업,46452,20160309,물구류 도소매,홍콩,법인기업
